id,type,source_type,title,source_owner,year,url_or_reference,claim_supported,confidence,notes
evidence_swag_repo,EvidenceSource,OfficialCode,Facebook Research SWAG Repository,Meta AI,2026,https://github.com/facebookresearch/SWAG,"Official SWAG repository with ViT-B/16 pretrained and ImageNet-1K fine-tuned checkpoints, finetune resolution, ImageNet top-1/top-5 values, and evaluation instructions.",High,"Use for ViT-B-16 SWAG fine-tuned benchmark rows and SWAG fine-tuning recipe context."
evidence_swag_paper,EvidenceSource,PeerReviewedPaper,Revisiting Weakly Supervised Pre-Training of Visual Perception Models,"Mannat Singh, Laura Gustafson, Aaron Adcock, Vinicius de Freitas Reis, Bugra Gedik, Raj Prateek Kosaraju, Dhruv Mahajan, Ross Girshick, Piotr Dollár, Laurens van der Maaten",2022,https://arxiv.org/abs/2201.08371,"CVPR 2022 paper introducing SWAG weakly supervised visual pretraining and reporting transfer-learning performance for public SWAG models.",High,"Use for SWAG model-family provenance and transfer-learning context."
evidence_clip_paper,EvidenceSource,PeerReviewedPaper,Learning Transferable Visual Models From Natural Language Supervision,"Alec Radford, Jong Wook Kim, Chris Hallacy, Aditya Ramesh, Gabriel Goh, Sandhini Agarwal, Girish Sastry, Amanda Askell, Pamela Mishkin, Jack Clark, Gretchen Krueger, Ilya Sutskever",2021,https://arxiv.org/abs/2103.00020,"ICML paper introducing CLIP, WebImageText pretraining on 400M image-text pairs, contrastive image-text objective, ViT-B/16 and other CLIP architectures, 32-epoch pretraining, mixed precision, large-batch optimization, and zero-shot image-classification evaluation.",High,"Use for CLIP model-family provenance, original pretraining context, and zero-shot classification behavior."
evidence_openai_clip_repo,EvidenceSource,OfficialCode,OpenAI CLIP Repository,OpenAI,2026,https://github.com/openai/CLIP,"Official CLIP repository providing pretrained model loading, available model names including ViT-B/16, zero-shot classification examples, image/text encoding APIs, and linear-probe examples.",High,"Use for CLIP implementation availability, zero-shot classification workflow, and pretrained model support."
evidence_openai_clip_source,EvidenceSource,OfficialCode,OpenAI CLIP Python Source,OpenAI,2026,https://github.com/openai/CLIP/blob/main/clip/clip.py,"Official CLIP source showing available pretrained checkpoints including ViT-B/16 and preprocessing transforms with bicubic resize, center crop, and CLIP-specific normalization statistics.",High,"Use for CLIP preprocessing and model-loading facts."
evidence_ft_clip_paper,EvidenceSource,TechnicalReport,CLIP Itself is a Strong Fine-tuner: Achieving 85.7% and 88.0% Top-1 Accuracy with ViT-B and ViT-L on ImageNet,"Xiaoyi Dong, Jianmin Bao, Ting Zhang, Dongdong Chen, Shuyang Gu, Weiming Zhang, Lu Yuan, Dong Chen, Fang Wen, Nenghai Yu",2022,https://arxiv.org/abs/2212.06138,"Technical report showing that supervised fine-tuning of pretrained CLIP for image classification is highly hyperparameter-sensitive and reporting CLIP ViT-B/16 ImageNet-1K fine-tuning accuracy and configuration.",High,"Use for CLIP fine-tuning recipe, benchmark linkage, and hyperparameter adjustment rules."
evidence_ft_clip_repo,EvidenceSource,OfficialCode,FT-CLIP Official Repository,LightDXY,2026,https://github.com/LightDXY/FT-CLIP,"Official FT-CLIP implementation with CLIP-Base/16 ImageNet-1K fine-tuning command, 8x A100-40GB hardware note, batch size, learning rate, warmup, epochs, layer-wise LR decay, EMA, CLIP normalization, and reported top-1 results.",High,"Use for CLIP fine-tuning recipe, hardware profile, benchmark rows, and adjustment rules."
evidence_timm_clip_vit_b16,EvidenceSource,OfficialModelCard,timm OpenAI CLIP ViT-B/16 model card,Hugging Face timm,2026,https://huggingface.co/timm/vit_base_patch16_clip_224.openai,"Official timm model card and configuration for the OpenAI CLIP ViT-B/16 visual checkpoint, including timm loading, 224px input, bicubic interpolation, CLIP normalization, and classifier-head metadata.",High,"Use for the executable timm visual-backbone checkpoint and its preprocessing metadata; the QuickGELU timm architecture matches the activation recorded by the model configuration."
evidence_swin_v2_paper,EvidenceSource,PeerReviewedPaper,Swin Transformer V2: Scaling Up Capacity and Resolution,"Ze Liu, Han Hu, Yutong Lin, Zhuliang Yao, Zhenda Xie, Yixuan Wei, Jia Ning, Yue Cao, Zheng Zhang, Li Dong, Furu Wei, Baining Guo",2022,https://arxiv.org/abs/2111.09883,"CVPR 2022 paper introducing Swin Transformer V2, residual-post-norm, scaled cosine attention, log-spaced continuous position bias, high-resolution fine-tuning, and large-scale image-classification transfer.",High,"Use for Swin V2 model-family provenance and resolution-transfer adjustment rules."
evidence_torchvision_swin_v2_docs,EvidenceSource,OfficialDocs,TorchVision Swin V2 Documentation,Torch Contributors,2026,https://docs.pytorch.org/vision/main/models.html,"Official TorchVision documentation for the supported Swin V2 Tiny and Small pretrained weights, ImageNet-1K acc@1/acc@5, parameter counts, GFLOPs, preprocessing transforms, and recipe links.",High,"Use for TorchVision Swin V2 model rows, benchmark rows, preprocessing, and recipe linkage."
evidence_torchvision_swin_source,EvidenceSource,OfficialCode,TorchVision Swin Transformer Source Code,Torch Contributors,2026,https://docs.pytorch.org/vision/main/_modules/torchvision/models/swin_transformer.html,"Official TorchVision Swin Transformer implementation and weight metadata for the supported Swin V2 Tiny and Small classifier heads, shifted-window settings, transforms, metrics, parameters, GFLOPs, and reference recipe URLs.",High,"Use for Swin V2 classifier replacement, metric values, preprocessing, and adjustment rules."
evidence_microsoft_swin_repo,EvidenceSource,OfficialCode,Microsoft Swin Transformer Repository,Microsoft Research,2026,https://github.com/microsoft/Swin-Transformer,"Official Swin Transformer repository documenting activation checkpointing and gradient accumulation as low-memory training mechanisms.",High,"Use for the Swin V2 low-VRAM adjustment rule."
evidence_dinov2_paper,EvidenceSource,PeerReviewedPaper,DINOv2: Learning Robust Visual Features without Supervision,"Maxime Oquab, Timothee Darcet, Theo Moutakanni, Huy Vo, Marc Szafraniec, Vasil Khalidov, Pierre Fernandez, Daniel Haziza, Francisco Massa, Alaaeldin El-Nouby, Mahmoud Assran, Nicolas Ballas, Wojciech Galuba, Russell Howes, Po-Yao Huang, Shang-Wen Li, Ishan Misra, Michael Rabbat, Vasu Sharma, Gabriel Synnaeve, Hu Xu, Herve Jegou, Julien Mairal, Patrick Labatut, Armand Joulin, Piotr Bojanowski",2023,https://arxiv.org/abs/2304.07193,"DINOv2 paper describing self-supervised visual foundation models, curated large-scale pretraining data, ViT backbones, distillation, and strong frozen-feature transfer for image classification and dense tasks.",High,"Use for DINOv2 model-family provenance and transfer-learning behavior."
evidence_dinov2_repo,EvidenceSource,OfficialCode,Meta DINOv2 Official Repository,Meta AI Research,2026,https://github.com/facebookresearch/dinov2,"Official DINOv2 repository with pretrained backbone tables, ImageNet k-NN and linear-evaluation top-1 values, parameter counts, PyTorch Hub loading names, ImageNet linear-evaluation command, and A100-80GB training examples.",High,"Use for DINOv2 model rows, benchmark rows, linear-evaluation recipe, hardware profiles, and adjustment rules."
evidence_dinov2_eval_configs,EvidenceSource,OfficialCode,Meta DINOv2 Evaluation Configs,Meta AI Research,2026,https://github.com/facebookresearch/dinov2/tree/main/dinov2/configs/eval,"Official DINOv2 evaluation YAML configs showing ViT-S/B/L/g architectures, patch size 14, and 518px global crop setup for pretrained linear evaluation.",High,"Use for DINOv2 evaluation recipe details and image-size adjustment rules."
evidence_hf_dinov2_docs,EvidenceSource,OfficialDocs,Hugging Face Transformers DINOv2 Documentation,Hugging Face,2026,https://huggingface.co/docs/transformers/model_doc/dinov2,"Official Transformers DINOv2 documentation for AutoModel/Dinov2ForImageClassification, image-classification head on the CLS token, 224px default inputs, patch size 14, and pipeline/inference examples.",High,"Use for DINOv2 custom fine-tuning recipe, classifier head behavior, preprocessing, and inference rules."
evidence_hf_image_classification_finetune,EvidenceSource,OfficialDocs,Hugging Face Transformers Image Classification Fine-tuning Guide,Hugging Face,2026,https://huggingface.co/docs/transformers/tasks/image_classification,"Official Transformers task guide for fine-tuning image-classification models with AutoModelForImageClassification, TrainingArguments, Trainer, learning_rate=5e-5, per-device batch size 16, gradient_accumulation_steps=4, num_train_epochs=3, and remove_unused_columns=False.",High,"Use for DINOv2 custom image-classification fine-tuning recipe and Trainer-specific adjustment rules."
evidence_hf_dinov2_preprocessor,EvidenceSource,OfficialModelCard,Hugging Face DINOv2 Preprocessor Config,Hugging Face,2026,https://huggingface.co/facebook/dinov2-base/raw/main/preprocessor_config.json,"Official DINOv2 processor config with resize shortest_edge=256, center crop 224, RGB conversion, rescale, and ImageNet mean/std normalization.",High,"Use for DINOv2 preprocessing rows and transform-matching adjustment rules."
evidence_timm_dinov2_vits14,EvidenceSource,OfficialModelCard,timm DINOv2 ViT-S/14 LVD-142M model card,Hugging Face timm,2026,https://huggingface.co/timm/vit_small_patch14_dinov2.lvd142m,"Official timm model card for loading the DINOv2 ViT-S/14 LVD-142M pretrained visual backbone; reports 22.1M parameters, 46.8 GMACs, and a native 518px feature-extraction configuration.",High,"Use for the executable timm DINOv2 Small checkpoint, factory mapping, and 224px analytical inference estimate."
evidence_timm_dinov2_vitb14,EvidenceSource,OfficialModelCard,timm DINOv2 ViT-B/14 LVD-142M model card,Hugging Face timm,2026,https://huggingface.co/timm/vit_base_patch14_dinov2.lvd142m,"Official timm model card for loading the DINOv2 ViT-B/14 LVD-142M pretrained visual backbone; reports 86.6M parameters, 151.7 GMACs, and a native 518px feature-extraction configuration.",High,"Use for the executable timm DINOv2 Base checkpoint, factory mapping, and 224px analytical inference estimate."
evidence_llava_visual_instruction_tuning,EvidenceSource,PeerReviewedPaper,Visual Instruction Tuning,"Haotian Liu, Chunyuan Li, Qingyang Wu, Yong Jae Lee",2023,https://arxiv.org/abs/2304.08485,"NeurIPS 2023 LLaVA paper introducing visual instruction tuning, the LLaVA architecture, GPT-4-generated multimodal instruction data, ScienceQA fine-tuning result, and public model/code release.",High,"Use for LLaVA model-family provenance and original visual instruction-tuning context."
evidence_llava_1_5_paper,EvidenceSource,PeerReviewedPaper,Improved Baselines with Visual Instruction Tuning,"Haotian Liu, Chunyuan Li, Yuheng Li, Yong Jae Lee",2024,https://arxiv.org/abs/2310.03744,"CVPR 2024 LLaVA-1.5 paper/report describing CLIP ViT-L/14 336px, MLP vision-language connector, 558K pretraining data, 665K instruction-tuning mixture, hyperparameters, 8-A100 training cost, benchmark results, data-efficiency findings, and high-resolution HD variant.",High,"Use for LLaVA-1.5 Model, TrainingRecipe, HardwareProfile, ModelBenchmarkResult, and AdjustmentRule facts."
evidence_llava_official_repo,EvidenceSource,OfficialCode,Official LLaVA Repository,LLaVA Team,2026,https://github.com/haotian-liu/LLaVA,"Official LLaVA codebase with installation, pretrained checkpoints, two-stage LLaVA-1.5 training recipe, DeepSpeed full fine-tuning scripts, LoRA fine-tuning script, hardware notes, 4-bit/8-bit inference commands, and custom fine-tuning guidance.",High,"Use for practical LLaVA training recipes, hardware profiles, inference requirements, and low-memory adjustment rules."
evidence_llava_pretrain_script,EvidenceSource,OfficialCode,LLaVA-1.5 Pretrain Script,LLaVA Team,2026,https://raw.githubusercontent.com/haotian-liu/LLaVA/main/scripts/v1_5/pretrain.sh,"Official LLaVA-1.5 pretraining script with Vicuna-13B v1.5, CLIP ViT-L/14 336px, mlp2x_gelu projector, DeepSpeed ZeRO-2, bf16, batch size, LR, warmup, cosine schedule, max length, and gradient checkpointing.",High,Use for LLaVA-1.5 feature-alignment recipe parameters.
evidence_llava_finetune_script,EvidenceSource,OfficialCode,LLaVA-1.5 Full Fine-tune Script,LLaVA Team,2026,https://raw.githubusercontent.com/haotian-liu/LLaVA/main/scripts/v1_5/finetune.sh,"Official LLaVA-1.5 visual instruction tuning script with Vicuna-13B v1.5, pretrained projector, CLIP ViT-L/14 336px, mlp2x_gelu, 665K mixture, DeepSpeed ZeRO-3, bf16, batch size, LR, warmup, cosine schedule, and modality-length grouping.",High,Use for full-model LLaVA-1.5 visual instruction fine-tuning recipe parameters.
evidence_llava_lora_script,EvidenceSource,OfficialCode,LLaVA-1.5 LoRA Fine-tune Script,LLaVA Team,2026,https://raw.githubusercontent.com/haotian-liu/LLaVA/main/scripts/v1_5/finetune_lora.sh,"Official LLaVA-1.5 LoRA fine-tuning script with lora_r=128, lora_alpha=256, mm_projector_lr=2e-5, learning_rate=2e-4, ZeRO-3, bf16, and the same vision tower/data mixture as full fine-tuning.",High,Use for LLaVA-1.5 LoRA fine-tuning recipes and low-memory rules.
evidence_llava_task_finetune_script,EvidenceSource,OfficialCode,LLaVA-1.5 Task Fine-tune Script,LLaVA Team,2026,https://raw.githubusercontent.com/haotian-liu/LLaVA/main/scripts/v1_5/finetune_task.sh,"Official LLaVA-1.5 task fine-tuning script that starts from liuhaotian/llava-v1.5-13b and fine-tunes on the LLaVA-1.5 665K mixture with LR 2e-5, batch size 16 per device, ZeRO-3, bf16, and cosine schedule.",High,Use for fine-tuning an already pretrained LLaVA checkpoint.
evidence_qwen2_5_vl_3b_hf,EvidenceSource,OfficialModelCard,Qwen2.5-VL-3B-Instruct Hugging Face Model Card,Qwen Team,2026,https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct,"Official model card for Qwen2.5-VL-3B-Instruct with architecture notes, 3B size, image/video/agent benchmark tables, Transformers and vLLM/SGLang inference examples, FlashAttention recommendation, and visual-token pixel-budget guidance.",High,"Use for Qwen2.5-VL-3B model row, benchmark rows, inference profile, and adjustment rules."
evidence_qwen2_5_vl_report,EvidenceSource,TechnicalReport,Qwen2.5-VL Technical Report,Qwen Team,2025,https://arxiv.org/abs/2502.13923,"Technical report describing Qwen2.5-VL capabilities, dynamic-resolution image and video processing, window-attention ViT, object localization, document understanding, long-video understanding, and availability in 3B, 7B, and 72B sizes.",High,"Use for Qwen2.5-VL model-family provenance and capability notes."
evidence_qwen_vl_finetune_repo,EvidenceSource,OfficialCode,Qwen VL Fine-tuning Framework,Qwen Team,2026,https://github.com/QwenLM/Qwen3-VL/tree/main/qwen-vl-finetune,"Official Qwen VL training framework for customizing datasets and fine-tuning Qwen VL models, including JSON image/video/grounding data format, torch/deepspeed package versions, LoRA switches, bf16, batch size 4, gradient accumulation 4, LR guidance from 1e-6 to 2e-7, pixel-budget settings, and Qwen2.5-VL-32B 8x80GB note.",High,"Use for Qwen2.5-VL fine-tuning recipe, training parameters, hardware note, and adjustment rules."
evidence_qwen3_vl_repo,EvidenceSource,OfficialCode,Qwen3-VL Official Repository,Qwen Team,2026,https://github.com/QwenLM/Qwen3-VL,"Official Qwen3-VL repository announcing Qwen3-VL model sizes, Qwen2.5-VL releases, fine-tuning code availability, multimodal capabilities, and Qwen3-VL quickstart/inference guidance.",High,"Use for Qwen VL family provenance and Qwen fine-tuning framework context."
evidence_qwen3_6_35b_a3b_hf,EvidenceSource,OfficialModelCard,Qwen3.6-35B-A3B Hugging Face Model Card,Qwen Team,2026,https://huggingface.co/Qwen/Qwen3.6-35B-A3B,"Official model card for Qwen3.6-35B-A3B with Apache-2.0 license, causal language model with vision encoder, 35B total and 3B activated parameters, 262144 native context, vision-language benchmark table, SGLang/vLLM 8-GPU serving examples, and recommended sampling parameters.",High,"Use for Qwen3.6 model row, benchmark rows, inference hardware profile, and adjustment rules."
evidence_bdd100k_paper,EvidenceSource,PeerReviewedPaper,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,"Fisher Yu, Haofeng Chen, Xin Wang, Wenqi Xian, Yingying Chen, Fangchen Liu, Vashisht Madhavan, Trevor Darrell",2020,https://arxiv.org/abs/1805.04687,"Paper introducing BDD100K as a large driving video dataset with diverse geographic environmental weather and time-of-day conditions and multiple autonomous-driving perception tasks.",High,Use for autonomous-driving domain and dataset facts.
evidence_cityscapes_paper,EvidenceSource,PeerReviewedPaper,The Cityscapes Dataset for Semantic Urban Scene Understanding,"Marius Cordts, Mohamed Omran, Sebastian Ramos, Timo Rehfeld, Markus Enzweiler, Rodrigo Benenson, Uwe Franke, Stefan Roth, Bernt Schiele",2016,https://arxiv.org/abs/1604.01685,"Paper introducing Cityscapes as a benchmark for complex urban street-scene understanding with stereo video sequences from 50 cities high-quality pixel-level annotations and coarse annotations.",High,Use for urban street-scene domain and dataset facts.
evidence_coco_paper,EvidenceSource,PeerReviewedPaper,Microsoft COCO: Common Objects in Context,"Tsung-Yi Lin, Michael Maire, Serge Belongie, James Hays, Pietro Perona, Deva Ramanan, Piotr Dollár, C. Lawrence Zitnick",2014,https://arxiv.org/abs/1405.0312,"Paper introducing COCO as a large-scale dataset for object detection segmentation and captioning with common objects in natural context.",High,Use for general everyday-object domain facts.
evidence_imagenet_paper,EvidenceSource,PeerReviewedPaper,ImageNet: A Large-Scale Hierarchical Image Database,"Jia Deng, Wei Dong, Richard Socher, Li-Jia Li, Kai Li, Li Fei-Fei",2009,https://ieeexplore.ieee.org/document/5206848,"CVPR paper introducing ImageNet as a large-scale hierarchical image database for visual object recognition.",High,Use for general image-classification domain facts.
evidence_ua_detrac_paper,EvidenceSource,PeerReviewedPaper,UA-DETRAC: A New Benchmark and Protocol for Multi-Object Detection and Tracking,"Longyin Wen, Dawei Du, Zhaowei Cai, Zhen Lei, Ming-Ching Chang, Honggang Qi, Jongwoo Lim, Ming-Hsuan Yang, Siwei Lyu",2015,https://arxiv.org/abs/1511.04136,"Paper introducing UA-DETRAC as a real-world traffic-video benchmark for multi-object detection and tracking.",High,Use for traffic-surveillance domain and dataset facts.
evidence_inaturalist_paper,EvidenceSource,PeerReviewedPaper,The iNaturalist Species Classification and Detection Dataset,"Grant Van Horn, Oisin Mac Aodha, Yang Song, Yin Cui, Chen Sun, Alex Shepard, Hartwig Adam, Pietro Perona, Serge Belongie",2018,https://arxiv.org/abs/1707.06642,"Paper introducing iNaturalist as a species classification and detection dataset with visually similar species varied capture conditions and long-tail class imbalance.",High,Use for fine-grained wildlife nature and species-recognition domain facts.
evidence_cub200_2011_dataset,EvidenceSource,TechnicalReport,The Caltech-UCSD Birds-200-2011 Dataset,"Catherine Wah, Steve Branson, Peter Welinder, Pietro Perona, Serge Belongie",2011,https://www.vision.caltech.edu/datasets/cub_200_2011/,"Official dataset page and technical report for CUB-200-2011 describing 200 bird categories with image annotations including bounding boxes parts and attributes.",High,Use for fine-grained bird and wildlife classification facts.
evidence_stanford_cars_dataset,EvidenceSource,OfficialDatasetPage,Stanford Cars Dataset,"Jonathan Krause, Michael Stark, Jia Deng, Li Fei-Fei",2013,https://ai.stanford.edu/~jkrause/cars/car_dataset.html,"Official Stanford Cars dataset page describing 16185 images and 196 car classes for fine-grained vehicle categorization.",High,Use for fine-grained vehicle classification facts.
evidence_fine_grained_vehicle_eval,EvidenceSource,PeerReviewedPaper,A Systematic Evaluation of Recent Deep Learning Architectures for Fine-Grained Vehicle Classification,"Krassimir Valev, Arne Schumann, Lars Sommer, Jürgen Beyerer",2018,https://arxiv.org/abs/1806.02987,"Paper characterizing fine-grained vehicle classification as make model and year recognition with subtle visual differences and evaluating deep CNN architectures on Stanford Cars-196.",High,Use for fine-grained vehicle domain and model-selection implications.
evidence_deepfashion2_paper,EvidenceSource,PeerReviewedPaper,DeepFashion2: A Versatile Benchmark for Detection Pose Estimation Segmentation and Re-Identification of Clothing Images,"Yuying Ge, Ruimao Zhang, Lingyun Wu, Xiaogang Wang, Xiaoou Tang, Ping Luo",2019,https://arxiv.org/abs/1901.07973,"Paper introducing DeepFashion2 as a fashion benchmark with clothing detection pose estimation segmentation retrieval consumer-commercial pairs and annotations for scale viewpoint occlusion landmarks boxes and masks.",High,Use for e-commerce retail fashion domain and dataset facts.
evidence_iam_handwriting_database,EvidenceSource,OfficialDatasetPage,IAM Handwriting Database,IAM Research Group,2026,https://fki.tic.heia-fr.ch/databases/iam-handwriting-database,"Official IAM Handwriting Database page describing handwritten English text forms line images word images and writer information for offline handwriting recognition research.",High,Use for handwritten document recognition domain and dataset facts.
evidence_mnist_database,EvidenceSource,OfficialDocs,TensorFlow Datasets MNIST Catalog,TensorFlow,2026,https://www.tensorflow.org/datasets/catalog/mnist,"TensorFlow Datasets catalog page for MNIST, listing MNIST as an image-classification dataset and linking the underlying MNIST dataset resources.",Medium,Use for MNIST train/test split rows and handwritten digit classification context.
evidence_acdc_dataset,EvidenceSource,PeerReviewedPaper,ACDC: The Adverse Conditions Dataset with Correspondences for Robust Semantic Driving Scene Perception,"Christos Sakaridis, Haoran Wang, Ke Li, René Zurbrügg, Arpit Jadon, Wim Abbeloos, Daniel Olmeda Reino, Luc Van Gool, Dengxin Dai",2021,https://arxiv.org/abs/2104.13395,"Paper introducing ACDC as an adverse-condition driving dataset with fog nighttime rain and snow images, panoptic annotations, and support for semantic segmentation, object detection, instance segmentation, and panoptic segmentation.",High,Use for ACDC adverse-condition detection and segmentation dataset rows.
evidence_lvis_dataset,EvidenceSource,PeerReviewedPaper,LVIS: A Dataset for Large Vocabulary Instance Segmentation,"Agrim Gupta, Piotr Dollár, Ross Girshick",2019,https://arxiv.org/abs/1908.03195,"Paper introducing LVIS as a large-vocabulary instance-segmentation dataset with more than 1000 object categories, COCO images, high-quality masks, and a long-tailed category distribution.",High,Use for LVIS detection and instance-segmentation dataset rows.
evidence_sop_dataset,EvidenceSource,PeerReviewedPaper,Deep Metric Learning via Lifted Structured Feature Embedding,"Hyun Oh Song, Yu Xiang, Stefanie Jegelka, Silvio Savarese",2016,https://arxiv.org/abs/1511.06452,"CVPR paper introducing the Stanford Online Products dataset for product-image metric learning, with training and testing product classes.",High,Use for Stanford Online Products classification dataset rows.
evidence_caltech101_dataset,EvidenceSource,OfficialDatasetPage,Caltech 101 Dataset,Caltech Vision Lab,2026,https://data.caltech.edu/records/mzrjq-6wc02,"Official Caltech 101 dataset record for object-category images used in image recognition, classification, and categorization research.",High,Use for Caltech101 image-classification dataset rows.
evidence_cifar_dataset,EvidenceSource,OfficialDatasetPage,CIFAR-10 and CIFAR-100 Datasets,Alex Krizhevsky,2026,https://www.cs.toronto.edu/~kriz/cifar.html,"Official CIFAR dataset page describing CIFAR-10 and CIFAR-100 as 32x32 color-image classification datasets with predefined training and test files.",High,Use for CIFAR-10 and CIFAR-100 image-classification dataset rows.
evidence_mapillary_vistas_dataset,EvidenceSource,PeerReviewedPaper,The Mapillary Vistas Dataset for Semantic Understanding of Street Scenes,"Gerhard Neuhold, Tobias Ollmann, Samuel Rota Bulò, Peter Kontschieder",2017,https://openaccess.thecvf.com/content_ICCV_2017/html/Neuhold_The_Mapillary_Vistas_ICCV_2017_paper.html,"ICCV paper introducing Mapillary Vistas as a street-level imagery dataset for semantic understanding with high-resolution images and semantic/instance-specific annotations.",High,Use for Mapillary Vistas detection and segmentation dataset rows.
evidence_objects365_dataset,EvidenceSource,OfficialDatasetPage,Objects365 Dataset,Objects365 Consortium,2019,https://www.objects365.org/overview.html,"Official Objects365 overview describing the dataset as object-detection data with 365 categories, 2 million images, and 30 million bounding boxes.",High,Use for Objects365 object-detection dataset rows.
evidence_openimages_challenge_2019,EvidenceSource,OfficialDatasetPage,Open Images Challenge 2019,Google AI,2019,https://storage.googleapis.com/openimages/web/challenge2019.html,"Official Open Images Challenge 2019 page describing challenge tracks including object detection over Open Images annotations.",High,Use for Open Images Challenge 2019 object-detection dataset rows.
evidence_pascal_voc_official,EvidenceSource,OfficialDatasetPage,PASCAL Visual Object Classes Challenge,The PASCAL VOC Project,2012,http://host.robots.ox.ac.uk/pascal/VOC/,"Official PASCAL VOC challenge site providing VOC 2007 and VOC 2012 datasets and tasks including classification, detection, and segmentation with train/val/test split files where available.",High,Use for PASCAL VOC detection and segmentation dataset rows.
evidence_visionkg_dataset_registry,EvidenceSource,LocalCode,VisionKG Dataset Registry,Local project,2026,backend/src/cvmodellearning/download/visionkg_utils.py,"Local get_datasets registry listing the concrete VisionKG dataset identifiers used by the download and data-availability utilities.",High,Use for exact VisionKG dataset ID and split-name rows.
evidence_classification_execution_registry,EvidenceSource,LocalCode,Classification Execution Registry and Factory,Local project,2026,backend/src/cvmodellearning/models/registry.py|backend/src/cvmodellearning/models/classification_model_utils.py,"The local execution registry and model factory expose floating-point TorchVision classification models with default or no pretrained weights; they do not expose MobileNet V2 quantized QNNPACK weights or quantization-aware training.",High,Use only for application execution-capability boundaries; external model capabilities remain grounded in their upstream sources.
evidence_openimages_v7_official,EvidenceSource,OfficialDatasetPage,Open Images Dataset V7,Google,2026,https://storage.googleapis.com/openimages/web/index.html,"Official Open Images V7 page listing bounding boxes, instance segmentations, relationship annotations, localized narratives, point annotations, and image-level labels.",High,Use for Open Images V7 dataset rows.
evidence_hf_accelerate_model_memory_estimator,EvidenceSource,OfficialDocs,Hugging Face Accelerate Model Memory Estimator,Hugging Face,2026,https://huggingface.co/docs/accelerate/main/en/usage_guides/model_size_estimator,"Official Accelerate documentation for estimating model memory by dtype, largest layer, total model size, and the rule of thumb that inference can require up to an additional 20 percent beyond model size.",High,Use for analytical inference weight-memory and runtime-overhead estimates.
evidence_hf_transformers_kv_cache,EvidenceSource,OfficialDocs,Hugging Face Transformers KV Cache Explanation,Hugging Face,2026,https://huggingface.co/docs/transformers/en/cache_explanation,"Official Transformers documentation explaining key-value cache use during autoregressive inference, per-layer cache behavior, and key/value cache tensor shape [batch_size, num_heads, seq_len, head_dim].",High,Use for analytical KV-cache memory estimates.
evidence_flashattention_paper,EvidenceSource,PeerReviewedPaper,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,"Tri Dao, Daniel Y. Fu, Stefano Ermon, Atri Rudra, Christopher Ré",2022,https://arxiv.org/abs/2205.14135,"Paper showing that standard Transformer attention is memory-hungry and quadratic in sequence length, and that IO-aware attention implementations reduce attention memory traffic and practical workspace.",High,Use for transformer activation-workspace cautions and attention-memory assumptions.
evidence_llava_hf_config,EvidenceSource,OfficialModelCard,LLaVA-1.5 Hugging Face Config,llava-hf,2026,https://huggingface.co/llava-hf/llava-1.5-13b-hf/raw/main/config.json,"Hugging Face model configuration for LLaVA-1.5 showing text and vision configuration fields such as hidden size, number of hidden layers, attention heads, key-value heads, and CLIP vision tower parameters.",High,Use for LLaVA analytical KV-cache and activation-workspace estimates.
evidence_llava_low_vram_inference,EvidenceSource,OfficialCode,LLaVA Low-VRAM Quantized Inference Note,LLaVA Team,2026,https://github.com/haotian-liu/LLaVA,"Official LLaVA repository notes that CLI inference supports 4-bit and 8-bit quantized inference and that LLaVA-1.5-7B with 4-bit quantization uses less than 8GB VRAM on a single GPU.",High,Use for practical LLaVA inference VRAM category estimates.
evidence_hf_peft_lora_api,EvidenceSource,OfficialDocs,Hugging Face PEFT LoRA API,Hugging Face,2026,https://huggingface.co/docs/peft/package_reference/lora,"Official PEFT API documentation defining LoRA rank, alpha, dropout, explicit target_modules, and modules_to_save for additional trainable modules such as a classifier head.",High,Use for executable LoRA configuration semantics and adapter checkpoint contents.
evidence_hf_peft_custom_models,EvidenceSource,OfficialDocs,Hugging Face PEFT Custom Models Guide,Hugging Face,2026,https://huggingface.co/docs/peft/developer_guides/custom_models,"Official PEFT guide showing that LoRA can wrap custom torch models when supported target modules are provided explicitly and that additional modules can be trained and saved through modules_to_save.",High,Use with local module inspection before claiming that a non-Transformers architecture is LoRA-executable.
evidence_classification_lora_execution,EvidenceSource,LocalCode,Classification LoRA Execution Registry and Adapter,Local project,2026,backend/src/cvmodellearning/models/registry.py|backend/src/cvmodellearning/models/classification_lora.py,"Local execution capability mapping for Swin V2 Tiny/Small, CLIP ViT-B/16, DINOv2 ViT-S/B, and ViT-B/16. It fixes LoRA target module suffixes and saves the custom classifier head with the adapter.",High,Use only for what this application can execute; external model capability remains grounded in upstream PEFT and model sources.
evidence_ultralytics_yolo12_mps_issue,EvidenceSource,UpstreamIssue,Unable to train YOLO12 on MPS,Ultralytics,2025,https://github.com/ultralytics/ultralytics/issues/19388,"Ultralytics issue reproducing YOLO12 training failure on Apple MPS during backpropagation.",High,Use for the YOLO12 MPS training incompatibility filter.
